TimeWindow  Iteration  ResRel(Displacement)  ResRel(Force)  
   189       7   1.50702137e-06   8.95459463e-05  
   189       8   7.59514851e-07   1.02443082e-04  
   190       1   3.98349061e-02   1.01845488e+00  
   190       2   2.46424235e-02   3.74128458e-01  
   190       3   1.86691974e-03   1.11641159e-01  
   190       4   7.66122475e-04   2.98636495e-02  
   190       5   3.51778781e-04   4.02081047e-02  
   190       6   1.40278579e-04   2.87265686e-03  
   190       7   6.36027899e-05   3.83934249e-03  
   190       8   2.35175008e-05   4.18896776e-04  
   190       9   8.35065514e-06   6.84766957e-04  
   190      10   3.12634145e-06   5.86396944e-05  
   190      11   1.01194270e-06   1.27469623e-05  
   190      12   3.79551329e-07   4.14233979e-05  
   191       1   3.86597800e-02   1.01749955e+00  
   191       2   2.77612649e-02   3.20245791e-01  
   191       3   1.14397416e-03   5.94317468e-01  
   191       4   7.22735780e-04   6.70410152e-02  
   191       5   3.22119279e-04   2.72815390e-02  
   191       6   1.20739283e-04   3.03781608e-03  
   191       7   4.93299072e-05   1.19227326e-03  
   191       8   1.49837841e-05   4.41344248e-04  
   191       9   6.26439236e-06   1.69519127e-04  
   191      10   2.71466283e-06   1.18708729e-04  
   191      11   8.89084654e-07   5.86453769e-05  
   192       1   3.79988918e-02   1.01657310e+00  
   192       2   7.76125796e-04   6.44025800e-03  
   192       3   2.31664713e-05   7.61168557e-03  
   192       4   1.26375157e-05   8.72005377e-04  
   192       5   4.10523853e-06   1.62604804e-04  
   192       6   1.76641393e-06   4.24112583e-05  
   192       7   7.22388424e-07   5.27235732e-05  
   193       1   3.78838608e-02   1.01567435e+00  
   193       2   7.28696096e-04   7.02643000e-03  
   193       3   1.85857663e-05   3.24621989e-03  
   193       4   9.41224972e-06   9.29552577e-04  
   193       5   4.01082404e-06   5.96397970e-04  
   193       6   1.74346942e-06   8.31659745e-05  
   193       7   7.00945309e-07   1.02639679e-05  
   194       1   3.83316519e-02   1.01479395e+00  
   194       2   8.07320351e-04   1.09699567e-02  
   194       3   2.13086088e-05   4.00243959e-03  
   194       4   1.23911590e-05   1.91164321e-03  
   194       5   4.49539199e-06   4.60668767e-04  
   194       6   1.60918668e-06   1.30661510e-04  
   194       7   6.14213309e-07   3.08250041e-05  
   195       1   3.93224734e-02   1.01393630e+00  
   195       2   7.17401922e-04   1.05425279e-02  
   195       3   1.74053640e-05   9.75086003e-03  
   195       4   1.22530266e-05   7.27812424e-04  
   195       5   4.44919124e-06   1.23386000e-04  
   195       6   1.34954134e-06   3.69707976e-05  
   195       7   5.52231359e-07   1.62212661e-05  
   196       1   4.08244624e-02   1.01309955e+00  
   196       2   7.27639208e-04   9.41236554e-03  
   196       3   1.85489970e-05   4.51913517e-03  
   196       4   1.03754887e-05   1.00454891e-03  
   196       5   4.08019967e-06   3.13308636e-04  
   196       6   1.62479779e-06   6.15762813e-05  
   196       7   6.57461297e-07   3.60887682e-05  
   197       1   4.27928269e-02   1.01228188e+00  
   197       2   5.26638857e-04   7.86784746e-03  
   197       3   2.14460531e-05   5.17623244e-03  
   197       4   1.15716044e-05   2.29234928e-03  
   197       5   4.90434182e-06   2.93444035e-04  
   197       6   1.92887372e-06   1.22196708e-04  
   197       7   8.93061435e-07   4.60510199e-05  
   198       1   4.51810552e-02   1.01147930e+00  
   198       2   7.41478221e-04   8.26375442e-03  
   198       3   1.98465722e-05   1.49680524e-03  
   198       4   1.45601256e-05   5.74364966e-04  
   198       5   5.73905644e-06   9.27333133e-04  
   198       6   2.27283546e-06   1.50634945e-04  
   198       7   9.04862937e-07   3.34189148e-05  
   199       1   4.79413670e-02   1.01068856e+00  
   199       2   1.13334366e-03   1.15676161e-02  
   199       3   2.97051988e-05   2.25512756e-03  
   199       4   2.17507905e-05   1.34660829e-03  
   199       5   7.82474433e-06   7.28386920e-05  
   199       6   2.36338909e-06   5.01566005e-05  
   199       7   1.08163127e-06   1.31101987e-04  
   199       8   3.52097878e-07   3.15829132e-05  
   200       1   5.10217397e-02   1.00991276e+00  
   200       2   1.14868408e-03   1.09192827e-02  
   200       3   2.62242621e-05   1.05934592e-02  
   200       4   2.03028681e-05   7.51870760e-04  
   200       5   7.12282342e-06   1.25137089e-04  
   200       6   2.54536515e-06   1.20235933e-04  
   200       7   1.00648471e-06   6.13423672e-05  
   200       8   4.43354924e-07   5.25528301e-05  
